,contrast,dissimilarity,homogeneity,energy,correlation,ASM,TEM0,TEM1,TEM2,TEM3,TEM4,TEM5,TEM6,TEM7,TEM8,label
0,736.8004032258066,19.854838709677423,0.053637089572031775,0.034540003425427054,0.4982533884395748,0.0011930118366285125,0.06898696870534145,0.1323318702402124,0.1293754513074695,0.03705569571212086,0.014296619167763749,0.03285681980204732,0.020925299015957157,0.021651707121916327,0.12509348022769143,0.0
1,657.841733870968,19.920362903225815,0.05241951915104223,0.03427419354838711,0.3458299483911658,0.0011747203433923005,0.06096120991955867,0.132345328292573,0.12371930111790834,0.034310425132952606,0.012347558109242497,0.033495255502263926,0.020001260549513622,0.018724980016065727,0.12513527015323478,0.0
2,989.2217741935485,24.02620967741936,0.05174331020072885,0.03361558871075216,0.3199081093834803,0.001130007804370448,0.05849677290906804,0.1322580034618298,0.1290404418934034,0.03568037710164507,0.012915420073139347,0.034771295605011375,0.020145391049138078,0.021351116026958397,0.13643020281980786,0.0
3,750.7046370967744,20.228830645161295,0.061732385552123806,0.034125626773812014,0.5315161321211865,0.0011645584027055154,0.06859822757391784,0.1313609488474754,0.12896550953282135,0.03282445545207231,0.01373548077207094,0.031435660589977044,0.02012617689932552,0.021868839830802133,0.1130650851686117,0.0
4,813.0221774193549,21.395161290322584,0.05501491810551198,0.03397641037571113,0.46171564945080246,0.0011543964620187308,0.06439185961609988,0.13157330778647644,0.13310367378717008,0.034174483864982126,0.013167889015253596,0.0314723023085857,0.019779856636000414,0.020672828997709402,0.10953267989029346,0.0
5,701.1985887096776,19.226814516129032,0.05839212271230644,0.034510570098031636,0.5032258752781811,0.0011909794484911555,0.06684832272701823,0.13258626771822477,0.13386656799216018,0.03563089234449925,0.014084569741475615,0.03249284470487893,0.02026691989648876,0.021545707335047463,0.11867528316894277,0.0
6,915.8094758064517,21.920362903225808,0.0524515043383062,0.03361558871075215,0.4449230100210649,0.0011300078043704478,0.06265606766497667,0.13190790660890006,0.12861639574836897,0.03532935180986185,0.013553106943030005,0.031580164512449056,0.020325632861900447,0.022618617963617065,0.1141514469636699,0.0
7,881.6310483870972,22.546370967741943,0.0499311110924782,0.03361558871075216,0.47938897487498167,0.0011300078043704482,0.06493617065380208,0.1305838389667979,0.1344259910227531,0.034497851154146254,0.01347963773922811,0.03357803137968962,0.020129952500034565,0.0208219442220383,0.12016990699963796,0.0
8,764.5695564516132,21.037298387096776,0.05911139540303114,0.0336759941300203,0.5392893384363482,0.0011340725806451616,0.06586986140144123,0.13139817003002988,0.13767898329898873,0.034934171943584315,0.013303614708019319,0.03480030204538375,0.020347023388050913,0.0204755653314058,0.12949922384648715,0.0
9,880.5332661290324,22.458669354838715,0.05728263952134854,0.03439258489764513,0.3244964413850605,0.0011828498959417278,0.06473305222297143,0.13215077719409635,0.14192944225065804,0.0361425755512722,0.013356242540784243,0.03448066865978192,0.020233379045382454,0.019693647487000494,0.12622171449542285,0.0
