,contrast,dissimilarity,homogeneity,energy,correlation,ASM,TEM0,TEM1,TEM2,TEM3,TEM4,TEM5,TEM6,TEM7,TEM8,label
0,1066.0541666666668,22.929166666666667,0.044054014989279924,0.06561673228343176,0.4986242114795911,0.0043055555555555555,0.07123337539170989,0.13733807375035326,0.13154960968506615,0.040337567969876365,0.016210624269903183,0.03270811246685878,0.021876940550094766,0.02702177195960236,0.1074220585085416,0.0
1,668.2041666666667,20.3875,0.04875592984455161,0.06535161308899218,0.35458148689099483,0.004270833333333333,0.07569926384962072,0.13777937611618551,0.12966102623690623,0.028219565140375266,0.013732570174886374,0.03148003106395051,0.021479340357469918,0.021565079715428932,0.11156301269345198,0.0
2,735.075,21.216666666666665,0.054707141314447,0.06535161308899218,0.3728370349283431,0.004270833333333333,0.0691500360239965,0.14026955735841096,0.14924771405474188,0.032250908114436566,0.013696715252540653,0.03289216315300718,0.021843397454069782,0.02050302202280819,0.10689383866918875,0.0
3,1211.2333333333336,27.15833333333334,0.04133518287767854,0.0664057393771218,0.2776538635522393,0.004409722222222225,0.06920975416757537,0.1354998039838328,0.12847411135229905,0.02781907012208647,0.013643360550681105,0.030845572888055874,0.02094289527106478,0.021607345715450244,0.11844627694702002,0.0
4,650.1291666666666,20.47916666666667,0.042245385025065786,0.06508541396588878,0.4864782298930088,0.004236111111111111,0.07173323493815237,0.1360244931545452,0.15004942458891793,0.031011789192703445,0.013848057016661156,0.031916902255325126,0.021296440394853757,0.020075903207773704,0.1128417072596336,0.0
5,1067.3208333333332,22.054166666666667,0.05076191023626542,0.06588078458684124,0.4235400535761564,0.004340277777777778,0.06892316990409822,0.1381958776644305,0.1420162259269761,0.03652558924209584,0.01452536388510099,0.03331832814591609,0.021355199587791016,0.02251892613483384,0.10465960763984786,0.0
6,680.4125,18.545833333333334,0.07064230534027183,0.06561673228343176,0.6299374613490829,0.0043055555555555555,0.057686809182620785,0.13597950168036219,0.14433670047048883,0.031325167873278215,0.011657601216723639,0.030779595732279626,0.020277528671248768,0.01767581817953803,0.0997786831266212,0.0
7,938.7833333333333,23.575000000000003,0.039638808303836204,0.06561673228343176,0.3456502531701414,0.0043055555555555555,0.06709606981826982,0.13740200717711212,0.15099593845076623,0.03795656513449464,0.013694684132202355,0.03789552075549188,0.022060229537295934,0.02065504719903972,0.13316948626899747,0.0
8,814.7333333333333,22.058333333333334,0.061091571812166776,0.06561673228343176,0.35806102558189745,0.0043055555555555555,0.06928039652684626,0.14046307546885053,0.15106680170832992,0.0376743356264764,0.013301149112028902,0.0335886605334462,0.02184368840982263,0.0190978775026011,0.10225975828866894,0.0
9,860.2916666666666,22.65,0.051157224659236056,0.06588078458684124,0.4021067737814394,0.004340277777777778,0.07768331340658631,0.13718825606574367,0.13918301285706058,0.033854186366986526,0.014503483924573693,0.03579226407290217,0.02207159928784233,0.019309222605627317,0.1446086356578398,0.0
10,301.09166666666664,14.075,0.062092884923502324,0.06614378277661477,0.40278765954264023,0.004375,0.08387821476755106,0.14149145450711148,0.15975194748304256,0.025848581699933915,0.013839712264483425,0.02995241697438992,0.022829143400510597,0.018771211555484356,0.09186360854814576,0.0
11,257.39166666666665,12.000000000000002,0.1051401611851097,0.06846531968814576,0.5354446644937941,0.0046875,0.08500146271334522,0.1398479313345875,0.14089021142651662,0.024566119220785766,0.013523584192780123,0.026722512221790437,0.02228577939803817,0.017688535440128817,0.0867416197511514,0.0
12,265.25,12.841666666666665,0.0642759576137999,0.06795627679291703,0.3899711305160537,0.004618055555555555,0.08894082671360831,0.14479031580727936,0.16719398137271813,0.026196040139423213,0.014192710033212989,0.030116466891734507,0.02288754663832112,0.018743653218710184,0.08897739966502802,0.0
13,326.6625,13.529166666666665,0.07326499662659611,0.06614378277661477,0.3262156966888771,0.004375,0.0837856357664516,0.14199147264869397,0.1928736419058407,0.02506351480975703,0.013074745828009278,0.031914663820734775,0.023031966648286162,0.015903567155027887,0.0783647419991991,0.0
14,322.37083333333334,12.2625,0.11566534600529682,0.07071067811865475,0.39273817976855835,0.004999999999999999,0.09058473073482856,0.14381359098535892,0.1368879181342432,0.02075166233966307,0.01394317631395214,0.025053995029085636,0.022688301410545605,0.01684146006834939,0.07001461888514347,0.0
15,396.02083333333337,14.329166666666671,0.07692723147162041,0.07021791477646967,0.4007838646528538,0.004930555555555558,0.08678705943913528,0.13958872150091686,0.15343314111001263,0.021292176795767708,0.013658225679428988,0.024917953211107183,0.02173271563752988,0.016348227441797914,0.054795792374895444,0.0
16,481.8208333333333,15.004166666666668,0.1016873497209308,0.06947221666888778,0.2743605511276649,0.00482638888888889,0.07853808148835742,0.1391499736892003,0.16489755522247224,0.0209339173687319,0.012364165997799046,0.026647301488452523,0.021636439497490362,0.01709369173014056,0.06818739130765805,0.0
17,288.0541666666667,13.095833333333331,0.09902827398187533,0.06795627679291703,0.6453372056092949,0.004618055555555555,0.08252528598922809,0.1377645320089179,0.14878658938804318,0.024362747172531733,0.013166331794035122,0.02680902280144696,0.021552806813757975,0.016365912934800164,0.08169018354725809,0.0
